payment_id,order_id,payment_amount,fee,tax,refund,adjustment,actual_settlement,status,scenario,expected_settlement,expected_status,calculated_expected,settlement_difference,fee_ratio,tax_ratio,refund_ratio,adjustment_ratio,settlement_ratio,settlement_deviation_ratio,absolute_deviation_ratio
pay_0017,ord_0017,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0018,ord_0018,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0019,ord_0019,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0020,ord_0020,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0021,ord_0021,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0022,ord_0022,2500,50.0,9.0,0.0,0,2441.0,captured,normal,2441.0,RECONCILED,2441.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0023,ord_0023,2500,50.0,9.0,0.0,0,2441.0,captured,normal,2441.0,RECONCILED,2441.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0024,ord_0024,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0025,ord_0025,2500,50.0,9.0,0.0,0,2441.0,captured,normal,2441.0,RECONCILED,2441.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0026,ord_0026,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0027,ord_0027,5000,100.0,18.0,0.0,0,4882.0,captured,normal,4882.0,RECONCILED,4882.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0028,ord_0028,5000,100.0,18.0,0.0,0,4882.0,captured,normal,4882.0,RECONCILED,4882.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0029,ord_0029,5000,100.0,18.0,0.0,0,4882.0,captured,normal,4882.0,RECONCILED,4882.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0030,ord_0030,2500,50.0,9.0,0.0,0,2441.0,captured,normal,2441.0,RECONCILED,2441.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0031,ord_0031,1500,30.0,5.4,0.0,0,1464.6,captured,normal,1464.6,RECONCILED,1464.6,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0032,ord_0032,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0033,ord_0033,1500,30.0,5.4,0.0,0,1464.6,captured,normal,1464.6,RECONCILED,1464.6,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0034,ord_0034,2500,50.0,9.0,0.0,0,2441.0,captured,normal,2441.0,RECONCILED,2441.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0035,ord_0035,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0036,ord_0036,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0037,ord_0037,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0038,ord_0038,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0039,ord_0039,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0040,ord_0040,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0041,ord_0041,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0042,ord_0042,5000,100.0,18.0,0.0,0,4882.0,captured,normal,4882.0,RECONCILED,4882.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0043,ord_0043,1500,30.0,5.4,0.0,0,1464.6,captured,normal,1464.6,RECONCILED,1464.6,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0044,ord_0044,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0045,ord_0045,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0046,ord_0046,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0047,ord_0047,750,15.0,2.7,0.0,0,732.3,captured,normal,732.3,RECONCILED,732.3,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0048,ord_0048,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0049,ord_0049,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0050,ord_0050,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0051,ord_0051,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0052,ord_0052,1500,30.0,5.4,0.0,0,1464.6,captured,normal,1464.6,RECONCILED,1464.6,0.0,0.02,0.0036000000000000003,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0053,ord_0053,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0054,ord_0054,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0055,ord_0055,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0056,ord_0056,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0057,ord_0057,2500,50.0,9.0,0.0,0,2441.0,captured,normal,2441.0,RECONCILED,2441.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0058,ord_0058,1000,20.0,3.6,0.0,0,976.4,captured,normal,976.4,RECONCILED,976.4,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0059,ord_0059,10000,200.0,36.0,0.0,0,9764.0,captured,normal,9764.0,RECONCILED,9764.0,0.0,0.02,0.0036,0.0,0.0,0.9764,0.0,0.0
pay_0060,ord_0060,500,10.0,1.8,0.0,0,488.2,captured,normal,488.2,RECONCILED,488.2,0.0,0.02,0.0036,0.0,0.0,0.9763999999999999,0.0,0.0
pay_0061,ord_0061,5000,100.0,18.0,2500.0,0,2382.0,captured,refund,2382.0,RECONCILED,2382.0,0.0,0.02,0.0036,0.5,0.0,0.4764,0.0,0.0
pay_0062,ord_0062,1000,20.0,3.6,200.0,0,776.4,captured,refund,776.4,RECONCILED,776.4,0.0,0.02,0.0036,0.2,0.0,0.7764,0.0,0.0
pay_0063,ord_0063,1000,20.0,3.6,500.0,0,476.4,captured,refund,476.4,RECONCILED,476.4,0.0,0.02,0.0036,0.5,0.0,0.4764,0.0,0.0
pay_0064,ord_0064,2500,50.0,9.0,1250.0,0,1191.0,captured,refund,1191.0,RECONCILED,1191.0,0.0,0.02,0.0036,0.5,0.0,0.4764,0.0,0.0
pay_0065,ord_0065,10000,200.0,36.0,2000.0,0,7764.0,captured,refund,7764.0,RECONCILED,7764.0,0.0,0.02,0.0036,0.2,0.0,0.7764,0.0,0.0
pay_0066,ord_0066,10000,200.0,36.0,1000.0,0,8764.0,captured,refund,8764.0,RECONCILED,8764.0,0.0,0.02,0.0036,0.1,0.0,0.8764,0.0,0.0
pay_0067,ord_0067,1000,20.0,3.6,100.0,0,876.4,captured,refund,876.4,RECONCILED,876.4,0.0,0.02,0.0036,0.1,0.0,0.8764,0.0,0.0
pay_0068,ord_0068,1500,30.0,5.4,300.0,0,1164.6,captured,refund,1164.6,RECONCILED,1164.6,0.0,0.02,0.0036000000000000003,0.2,0.0,0.7764,0.0,0.0
pay_0069,ord_0069,1000,20.0,3.6,100.0,0,876.4,captured,refund,876.4,RECONCILED,876.4,0.0,0.02,0.0036,0.1,0.0,0.8764,0.0,0.0
pay_0070,ord_0070,1000,20.0,3.6,200.0,0,776.4,captured,refund,776.4,RECONCILED,776.4,0.0,0.02,0.0036,0.2,0.0,0.7764,0.0,0.0
pay_0071,ord_0071,5000,100.0,18.0,0.0,50,4932.0,captured,adjustment,4932.0,RECONCILED,4932.0,0.0,0.02,0.0036,0.0,0.01,0.9864,0.0,0.0
pay_0072,ord_0072,5000,100.0,18.0,0.0,-50,4832.0,captured,adjustment,4832.0,RECONCILED,4832.0,0.0,0.02,0.0036,0.0,-0.01,0.9664,0.0,0.0
pay_0073,ord_0073,5000,100.0,18.0,0.0,25,4907.0,captured,adjustment,4907.0,RECONCILED,4907.0,0.0,0.02,0.0036,0.0,0.005,0.9814,0.0,0.0
pay_0074,ord_0074,2500,50.0,9.0,0.0,25,2466.0,captured,adjustment,2466.0,RECONCILED,2466.0,0.0,0.02,0.0036,0.0,0.01,0.9864,0.0,0.0
pay_0075,ord_0075,1000,20.0,3.6,0.0,100,1076.4,captured,adjustment,1076.4,RECONCILED,1076.4,0.0,0.02,0.0036,0.0,0.1,1.0764,0.0,0.0
pay_0076,ord_0076,2500,50.0,9.0,0.0,0,2391.0,captured,amount_discrepancy,2441.0,EXCEPTION,2441.0,-50.0,0.02,0.0036,0.0,0.0,0.9564,-0.020483408439164276,0.020483408439164276
pay_0077,ord_0077,2500,50.0,9.0,0.0,0,2341.0,captured,amount_discrepancy,2441.0,EXCEPTION,2441.0,-100.0,0.02,0.0036,0.0,0.0,0.9364,-0.04096681687832855,0.04096681687832855
pay_0078,ord_0078,10000,200.0,36.0,0.0,0,9689.0,captured,amount_discrepancy,9764.0,EXCEPTION,9764.0,-75.0,0.02,0.0036,0.0,0.0,0.9689,-0.0076812781646866035,0.0076812781646866035
pay_0079,ord_0079,2500,50.0,9.0,0.0,0,2366.0,captured,amount_discrepancy,2441.0,EXCEPTION,2441.0,-75.0,0.02,0.0036,0.0,0.0,0.9464,-0.030725112658746414,0.030725112658746414
pay_0080,ord_0080,1000,20.0,3.6,0.0,0,926.4,captured,amount_discrepancy,976.4,EXCEPTION,976.4,-50.0,0.02,0.0036,0.0,0.0,0.9264,-0.05120852109791069,0.05120852109791069
pay_0081,ord_0081,500,10.0,1.8,0.0,0,0.0,captured,missing_settlement,488.2,EXCEPTION,488.2,-488.2,0.02,0.0036,0.0,0.0,0.0,-1.0,1.0
pay_0082,ord_0082,2500,50.0,9.0,0.0,0,0.0,captured,missing_settlement,2441.0,EXCEPTION,2441.0,-2441.0,0.02,0.0036,0.0,0.0,0.0,-1.0,1.0
pay_0083,ord_0083,5000,100.0,18.0,0.0,0,0.0,captured,missing_settlement,4882.0,EXCEPTION,4882.0,-4882.0,0.02,0.0036,0.0,0.0,0.0,-1.0,1.0
pay_0084,ord_0084,2500,50.0,9.0,0.0,0,0.0,captured,missing_settlement,2441.0,EXCEPTION,2441.0,-2441.0,0.02,0.0036,0.0,0.0,0.0,-1.0,1.0
pay_0085,ord_0085,500,10.0,1.8,0.0,0,0.0,captured,missing_settlement,488.2,EXCEPTION,488.2,-488.2,0.02,0.0036,0.0,0.0,0.0,-1.0,1.0
pay_0086,ord_0086,1500,30.0,5.4,0.0,0,2929.2,captured,duplicate_transaction,1464.6,EXCEPTION,1464.6,1464.6,0.02,0.0036000000000000003,0.0,0.0,1.9527999999999999,1.0,1.0
pay_0087,ord_0087,2500,50.0,9.0,0.0,0,4882.0,captured,duplicate_transaction,2441.0,EXCEPTION,2441.0,2441.0,0.02,0.0036,0.0,0.0,1.9528,1.0,1.0
pay_0088,ord_0088,1500,30.0,5.4,0.0,0,2929.2,captured,duplicate_transaction,1464.6,EXCEPTION,1464.6,1464.6,0.02,0.0036000000000000003,0.0,0.0,1.9527999999999999,1.0,1.0
pay_0089,ord_0089,5000,100.0,18.0,0.0,0,9764.0,captured,duplicate_transaction,4882.0,EXCEPTION,4882.0,4882.0,0.02,0.0036,0.0,0.0,1.9528,1.0,1.0
pay_0090,ord_0090,5000,100.0,18.0,0.0,0,9764.0,captured,duplicate_transaction,4882.0,EXCEPTION,4882.0,4882.0,0.02,0.0036,0.0,0.0,1.9528,1.0,1.0
pay_0091,ord_0091,10000,200.0,36.0,0.0,0,9564.0,captured,wrong_settlement,9764.0,EXCEPTION,9764.0,-200.0,0.02,0.0036,0.0,0.0,0.9564,-0.020483408439164276,0.020483408439164276
pay_0092,ord_0092,5000,100.0,18.0,0.0,0,4682.0,captured,wrong_settlement,4882.0,EXCEPTION,4882.0,-200.0,0.02,0.0036,0.0,0.0,0.9364,-0.04096681687832855,0.04096681687832855
pay_0093,ord_0093,2500,50.0,9.0,0.0,0,1941.0,captured,wrong_settlement,2441.0,EXCEPTION,2441.0,-500.0,0.02,0.0036,0.0,0.0,0.7764,-0.20483408439164277,0.20483408439164277
pay_0094,ord_0094,5000,100.0,18.0,0.0,0,4382.0,captured,wrong_settlement,4882.0,EXCEPTION,4882.0,-500.0,0.02,0.0036,0.0,0.0,0.8764,-0.10241704219582139,0.10241704219582139
pay_0095,ord_0095,10000,200.0,36.0,0.0,0,9264.0,captured,wrong_settlement,9764.0,EXCEPTION,9764.0,-500.0,0.02,0.0036,0.0,0.0,0.9264,-0.05120852109791069,0.05120852109791069
pay_0096,ord_0096,10000,200.0,36.0,0.0,0,9345.0,captured,unexplained_difference,9764.0,UNRESOLVED,9764.0,-419.0,0.02,0.0036,0.0,0.0,0.9345,-0.04291274068004916,0.04291274068004916
pay_0097,ord_0097,2500,50.0,9.0,0.0,0,2178.0,captured,unexplained_difference,2441.0,UNRESOLVED,2441.0,-263.0,0.02,0.0036,0.0,0.0,0.8712,-0.1077427283900041,0.1077427283900041
pay_0098,ord_0098,10000,200.0,36.0,0.0,0,9627.0,captured,unexplained_difference,9764.0,UNRESOLVED,9764.0,-137.0,0.02,0.0036,0.0,0.0,0.9627,-0.01403113478082753,0.01403113478082753
pay_0099,ord_0099,1000,20.0,3.6,0.0,0,839.4,captured,unexplained_difference,976.4,UNRESOLVED,976.4,-137.0,0.02,0.0036,0.0,0.0,0.8393999999999999,-0.1403113478082753,0.1403113478082753
pay_0100,ord_0100,2500,50.0,9.0,0.0,0,2178.0,captured,unexplained_difference,2441.0,UNRESOLVED,2441.0,-263.0,0.02,0.0036,0.0,0.0,0.8712,-0.1077427283900041,0.1077427283900041
